,label_files,lidar_files
35,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_47_495.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_47_495.bin
36,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_47_696.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_47_696.bin
37,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_47_896.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_47_896.bin
38,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_48_096.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_48_096.bin
39,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_48_296.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_48_296.bin
40,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_48_496.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_48_496.bin
41,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_48_695.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_48_695.bin
42,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_48_896.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_48_896.bin
43,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_49_095.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_49_095.bin
44,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_49_296.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_49_296.bin
45,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_49_496.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_49_496.bin
46,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_49_695.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_49_695.bin
47,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_49_896.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_49_896.bin
48,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_50_096.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_50_096.bin
49,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_50_296.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_50_296.bin
50,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_50_496.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_50_496.bin
51,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_50_696.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_50_696.bin
52,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_50_896.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_50_896.bin
53,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_51_096.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_51_096.bin
54,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_51_295.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_51_295.bin
55,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_51_496.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_51_496.bin
56,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_51_696.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_51_696.bin
57,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_51_896.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_51_896.bin
58,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_52_096.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_52_096.bin
59,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_52_296.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_52_296.bin
60,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_52_495.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_52_495.bin
61,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_52_696.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_52_696.bin
62,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_52_895.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_52_895.bin
63,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_53_096.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_53_096.bin
64,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_53_295.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_53_295.bin
65,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_53_495.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_53_495.bin
66,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_53_695.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_53_695.bin
67,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_53_896.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_53_896.bin
68,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_54_096.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_54_096.bin
69,/media/sdb1/dettrain_20220711/renamed_SouthGateTestScene4/Label_20221008/2021_08_23=16_00_06_799/2021_08_23=16_02_54_296.bin.json,/media/sdb1/zoe/FYP/train_files/2021_08_23=16_02_54_296.bin
70,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_10_22_845.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_10_22_845.bin
71,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_10_23_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_10_23_844.bin
72,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_10_24_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_10_24_844.bin
73,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_10_25_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_10_25_844.bin
74,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_10_26_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_10_26_844.bin
75,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_10_27_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_10_27_844.bin
76,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_10_28_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_10_28_844.bin
77,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_10_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_10_843.bin
78,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_10_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_10_843.bin
79,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_11_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_11_844.bin
80,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_11_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_11_844.bin
81,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_12_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_12_843.bin
82,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_12_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_12_843.bin
83,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_12_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_12_843.bin
84,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_13_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_13_844.bin
85,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_13_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_13_844.bin
86,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_14_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_14_843.bin
87,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_14_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_14_843.bin
88,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_15_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_15_843.bin
89,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_15_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_15_843.bin
90,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_15_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_15_843.bin
91,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_16_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_16_844.bin
92,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_16_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_16_844.bin
93,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_16_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_16_844.bin
94,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_17_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_17_843.bin
95,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_17_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_17_843.bin
96,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_08_18_845_dir/2020_12_02=08_11_17_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_11_17_843.bin
97,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_13_18_844_dir/2020_12_02=08_14_56_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_14_56_844.bin
98,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_13_18_844_dir/2020_12_02=08_14_57_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_14_57_844.bin
99,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_13_18_844_dir/2020_12_02=08_14_58_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_14_58_844.bin
100,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_13_18_844_dir/2020_12_02=08_14_59_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_14_59_844.bin
101,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_13_18_844_dir/2020_12_02=08_15_00_844.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_15_00_844.bin
102,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_13_18_844_dir/2020_12_02=08_15_01_843.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_15_01_843.bin
103,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_52_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_52_842.bin
104,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_52_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_52_842.bin
105,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_52_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_52_842.bin
106,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_52_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_52_842.bin
107,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_52_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_52_842.bin
108,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_52_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_52_842.bin
109,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_53_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_53_842.bin
110,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_53_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_53_842.bin
111,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_53_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_53_842.bin
112,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_53_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_53_842.bin
113,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_53_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_53_842.bin
114,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_54_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_54_842.bin
115,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_54_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_54_842.bin
116,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_54_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_54_842.bin
117,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_54_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_54_842.bin
118,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_54_842.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_54_842.bin
119,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_55_841.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_55_841.bin
120,/media/sdb1/dettrain_20220711/south_gate_1680_8Feb2022/Label_20220908/2020_12_02=08_18_18_842_dir/2020_12_02=08_21_55_841.bin.json,/media/sdb1/zoe/FYP/train_files/2020_12_02=08_21_55_841.bin
